UMAP1,UMAP2,CellType,Group
32.1060631575469,27.000093141513,effectortcells,PCR
32.0884660454894,26.6780352803867,effectortcells,PCR
31.7938195031226,26.866947813596,effectortcells,PCR
31.756999800551,26.4062710106604,effectortcells,PCR
31.606218220518,26.4009848139785,effectortcells,PCR
31.2745135498535,26.5752027309544,effectortcells,PCR
31.170749240798,26.4279897073681,effectortcells,PCR
31.0244041387731,26.3480712757393,effectortcells,PCR
30.8528968337506,26.3538610832523,effectortcells,PCR
30.6136142451065,26.228687949775,effectortcells,PCR
30.2839236502452,26.1767278760804,effectortcells,PCR
30.1180971018293,26.0992481935169,effectortcells,PCR
30.0336258815178,26.1038090437349,effectortcells,PCR
29.7505940099542,26.026731610876,effectortcells,PCR
29.4736158567278,25.9639452347879,effectortcells,PCR
29.226531708688,25.903579981024,effectortcells,PCR
29.0120369075284,25.8588109263292,effectortcells,PCR
28.7456704817611,25.7462591147455,effectortcells,PCR
28.596413994317,25.6668129046793,effectortcells,PCR
28.4259420002934,25.6073495377069,effectortcells,PCR
28.1803611369712,25.6025529514915,effectortcells,PCR
28.0144880938482,25.5734983973125,effectortcells,PCR
27.8607338226052,25.4952358991885,effectortcells,PCR
27.7887025165636,25.4562182590066,effectortcells,PCR
27.5865868214987,25.3618432029935,effectortcells,PCR
27.4496739924749,25.3207677436574,effectortcells,PCR
27.2599173759028,25.2794882309745,effectortcells,PCR
27.0701434646628,25.2415894732394,effectortcells,PCR
26.8264249942995,25.1045541332961,effectortcells,PCR
26.522741837134,24.9640130135653,effectortcells,PCR
26.2999990206764,24.9365784148892,effectortcells,PCR
25.9880490951968,24.8597025342322,effectortcells,PCR
25.7340708547514,24.7614726531572,effectortcells,PCR
25.5669962325632,24.6347158468764,effectortcells,PCR
25.3507751378753,24.5867255082092,effectortcells,PCR
25.1525718276401,24.5384413519855,effectortcells,PCR
24.9164164181518,24.4988105838077,effectortcells,PCR
24.7174246186617,24.455663028275,effectortcells,PCR
24.5555446989686,24.3057111301981,effectortcells,PCR
24.4215869471108,24.1701503932036,effectortcells,PCR
24.1066140590884,24.2188738915173,effectortcells,PCR
24.118592278472,24.1310961056083,effectortcells,PCR
24.1840730248968,23.8751641945127,effectortcells,PCR
23.7910207852205,24.2684203733699,effectortcells,PCR
23.9555956491588,23.7113617027553,effectortcells,PCR
